-32.091,11.536,-7.8564,-16.665,8.6445,-11.929,14.561,24.281,12.035,-8.9836,11.447,0.68017,27.467,25.074,-5.6476,-6.4342,-37.795,-9.6424,15.236,3.97,2.8522,-5.7972,7.2246,-0.92603,11.744,-60.632,-36.994,-5.231,14.965,-12.104,-13.042,-11.389,7.3377,-23.532,15.415,-17.896,-13.623,-16.844,-10.847,-9.5981,-2.8683,-5.0815,-0.99604,-33.51,-8.5295,-2.01,-4.5478,-28.469,11.528,-8.6816,-4.5404,0.26629,-3.9293,-10.824,4.7968,5.9374,14.492,9.2698,10.366,-6.546,-26.917,2.812,13.048,8.3087,4.1585,-16.863,-20.493,-1.5545,-9.8619,-23.044,39.624,-12.149,-30.946,-22.985,-1.3297,-17.444,-0.92404,-23.83,-20.196,29.789,-7.0599,-3.4593,9.3756,-1.3341,-6.052,8.1067,3.3737,9.441,-39.133,4.0783,39.145,-12.576,-0.81088,13.448,-12.303,12.883,-7.1213,-0.2455,-45.516,11.972,-33.864,-36.78,-23.227,48.738,-30.587,8.0488,10.212,-26.182,5.7387,5.8265,-1.7641,-12.764,10.809,-25.337,11.511,-29.138,-5.0884,-3.3095,-8.7688,14.471,-22.734,-5.0928,13.982,29.412,0.61404,-10.56,-8.8487,-23.647,10.443,-4.7432,-14.438,2.5226,5.0379,-4.6908,18.442,-3.3377,9.6196,-35.454,19.331,4.1899,-8.4703,-15.868,-46.505,-1.724,-3.7249,-14.895,-12.977,24.809,17.464,-10.855,4.557,4.8955,4.5001,-10.621,8.2808,-6.9229,-5.5363,-30.485,-43.725,30.045,-5.1548,32.791,2.9876,-4.1591,-35.9,25.384,-9.9896,3.6405,-23.049,-14.675,-28.739,-5.1422,-5.9339,-1.4752,0.32245,-6.3221,-10.333,4.9366,12.068,2.6768,5.0799,13.374,-15.238,8.8168,-28.346,1.2704,-7.4212,20.353,0.83926,-2.9224,-8.4152,39.257,-2.2759,9.3031,-48.203,47.527,13.85,-16.622,25.461,12.737
6.816,4.8758,3.1181,21.861,8.3507,-64.119,-18.883,-15.835,-13.436,-28.937,-10.02,25.957,5.8188,-10.113,-12.045,-3.4962,-53.289,-16.249,-26.274,-8.4888,-7.8707,13.558,-5.1899,-18.465,-49.513,3.0925,-30.232,49.915,-49.696,-26.04,-54.229,-19.035,4.1434,-49.17,-30.777,11.162,-6.468,-28.454,-20.63,-5.1952,-20.664,43.135,-49.705,-68.983,7.8522,-9.6479,5.5852,-3.3035,-4.156,16.595,-7.4189,19.742,4.2827,-23.704,18.201,4.8993,17.776,16.598,-15.341,-1.1512,-17.926,-5.8168,-40.1,-25.725,-12.685,-34.601,16.607,6.2864,-76.534,-41.545,-4.3062,21.386,-17.157,3.365,-0.16852,0.15696,-2.7409,33.271,-24.284,-7.9452,-27.161,94.151,0.52291,-22.692,-31.063,21.792,40.381,22.967,-30.269,-10.934,17.359,6.1776,-3.2275,1.5905,-20.486,-19.844,22.929,23.154,0.095459,27.106,20.095,-91.99,5.1219,54.653,-7.3982,-8.7769,-3.1239,-50.302,-5.8695,4.6293,-3.7075,35.6,-32.725,6.5379,-19.424,4.8875,-64.911,2.7083,-30.916,-22.702,47.893,-19.169,-1.8364,34.676,22.063,19.411,-0.28689,-24.088,-8.8206,-6.6376,-14.915,-9.8284,43.696,38.724,8.5326,-36.049,26.87,-27.688,28.484,13.945,22.425,26.396,-87.966,-28.344,-16.717,-24.791,24.777,-38.656,17.546,-54.032,-20.471,12.842,-26.455,4.7135,41.193,28.605,-5.423,-16.466,-44.293,-36.56,-5.5807,30.157,-7.7022,-49.244,22.69,35.205,12.13,14.964,9.9575,-68.257,12.679,-18.495,-20.357,-18.411,-43.661,3.1951,6.4065,-25.232,-30.838,40.976,-35.394,-42.868,82.751,-21.981,44.011,-22.257,8.2332,-48.617,-29.11,-26.335,38.585,-26.019,-36.349,-38.758,-27.115,-43.098,-19.015,4.3398,4.389,-8.3667
-33.162,18.739,-28.205,-7.0953,41.836,-39.694,35.886,5.4851,7.0393,-2.6149,-35.543,25.961,1.6898,43.285,-4.2793,-19.285,-26.25,10.094,5.3934,7.0737,-3.9315,-0.89694,8.4225,-19.329,24.623,-5.624,3.8626,-25.963,-23.481,2.2885,-4.2078,-5.4029,4.9133,19.556,-10.931,26.582,-46.906,12.551,-17.338,0.28555,-6.7847,7.589,0.30525,-54.265,-6.4843,5.9875,3.2162,-37.417,18.777,15.271,-10.364,10.516,-20.307,-38.64,9.6958,21.546,22.135,11.568,-28.565,-0.79936,7.1159,17.613,18.92,3.6738,4.3749,-7.0313,-12.394,22.575,-36.774,-11.364,-28.295,-1.3453,24.681,0.693,-11.712,-21.439,-0.5802,2.4323,11.177,2.681,3.5116,45.964,-37.295,2.4791,5.238,-5.6483,-13.091,-21.343,-12.402,14.994,49.536,-14.569,21.889,-33.286,22.299,15.924,-2.0676,1.2961,-37.22,-22.477,-8.3864,1.5085,-6.8674,33.889,-16.806,12.16,-37.906,-37.746,40.295,-20.289,10.757,-30.506,-34.172,1.0539,-0.39718,30.072,-27.49,28.37,21.059,-19.015,29.57,-42.133,-23.938,-39.569,16.044,11.223,35.218,21.748,-15.416,1.4739,-40.013,-42.722,-2.8458,23.563,4.4456,-10.962,2.7443,-31.557,21.688,10.855,-17.097,-42.32,-47.58,-36.926,34.118,3.1636,18.866,53.311,44.873,2.289,19.483,-20.681,-6.9665,3.0523,-27.961,36.258,35.01,-44.598,-6.3328,25.709,-9.5603,-30.618,-28.762,-7.8542,-10.236,96.835,35.252,15.863,35.293,-21.264,40.455,-27.278,82.386,-28.848,-20.12,-8.1092,-44.058,23.979,-25.784,-0.5227,13.307,18.417,25.029,-25.178,38.412,49.508,23.508,5.9773,-12.544,-15.861,38.743,3.5463,-7.4184,2.7277,-66.852,9.0267,-3.8878,11.304,-12.858,-23.744
-27.222,52.125,21.42,10.664,30.357,23.12,-19.176,6.8229,-23.384,2.7416,-12.726,6.9123,29.173,-9.3327,0.5986,11.598,12.698,-3.2015,26.343,9.6942,22.183,11.574,17.843,-9.7959,19.141,-14.585,-27.43,-16.147,-32.192,0.4869,-10.42,-9.3675,0.38136,28.509,1.1288,-12.414,-12.541,-1.1634,-12.347,-1.8748,-14.749,35.875,34.115,-31.44,54.621,34.462,14.598,-0.46446,9.3307,0.57019,21.914,-43.987,-7.4228,12.057,16.503,-2.5189,0.37844,2.3646,19.083,35.031,18.619,2.1211,53.01,-8.4049,-41.275,-17.431,-3.6549,12.57,31.014,28.349,8.9702,10.583,14.788,-41.56,13.165,-31.048,9.4547,-35.437,-29.186,-7.3438,54.095,11.973,-61.912,21.284,52.664,-28.175,0.98803,22.809,9.5613,10.386,-15.653,16.424,20.147,0.26716,-8.4572,14.824,20.366,-13.255,2.6029,1.9797,-4.745,-24.348,-12.499,16.113,25.174,6.9307,-9.4938,-21.297,11.872,46.338,-7.2981,-12.685,-12.116,5.3604,-17.101,-5.5702,29.676,-2.0584,-13.91,-15.831,10.739,13.084,11.685,10.789,36.475,2.722,-3.9458,11.899,-1.7586,32.253,0.24073,16.31,16.644,-16.307,-15.544,1.3394,-0.057004,-33.27,-13.553,-8.6391,20.098,15.888,-20.194,-46.704,25.577,13.68,15.731,-64.216,18.828,-13.812,18.673,-6.1812,-11.616,9.64,7.7947,20.646,-12.055,-34.904,-33.22,-28.4,-4.6382,-12.029,30.577,-8.7145,46.409,51.647,-16.051,-17.814,45.683,-3.4009,7.9166,-17.237,-7.3874,-35.365,10.975,-2.4243,-13.212,15.108,23.422,4.875,-12.298,10.266,35.187,-6.2179,17.884,-12.7,-8.1964,-15.138,-1.2718,9.0068,47.85,17.459,14.639,33.675,-68.875,-28.225,-12.789,6.2104,23.74,-4.1872
1.1016,18.215,-5.7972,-0.70698,3.2168,63.675,43.182,1.075,10.998,-12.361,4.652,-46.947,-43.04,42.304,22.46,-3.6759,36.923,-4.8322,-16.371,-17.848,23.144,-33.907,23.121,1.5443,30.053,-52.051,16.047,32.25,21.083,-5.7797,10.83,6.8052,11.734,30.913,14.668,-2.9405,4.5709,1.1956,-39.355,35.332,8.4601,-47.271,7.8971,-2.8818,16.266,13.398,1.7972,-14.718,-16.928,-1.6435,-5.5919,30.068,13.686,26.645,-4.0847,14.278,-27.796,11.514,-0.67368,-49.107,10.892,-9.4942,-31.812,1.428,16.667,21.49,27.602,28.221,-0.039283,14.321,6.0749,6.625,9.9977,-5.0934,1.8617,67.611,4.3396,-2.0805,-13.912,-12.069,-11.667,39.711,30.663,0.21874,-80.154,25.812,-7.5476,-8.4461,24.972,22.355,6.9048,1.9401,13.981,-19.453,24.093,-15.08,-4.7319,6.1597,-24.37,-5.211,2.5456,-11.004,22.061,-21.428,12.175,-5.2216,-3.5455,7.3973,4.1003,-65.802,5.6095,30.609,-5.6079,8.6451,33.841,13.474,2.7943,-18.645,18.701,-12.625,11.324,-5.4338,30.395,-52.33,-19.242,-0.53497,39.208,49.62,-34.084,62.584,1.1286,12.156,-1.7711,0.30684,-17.033,-13.407,33.691,18.855,-49.049,-19.003,-27.013,6.8865,-91.607,0.42701,-14.734,-4.0374,-32.625,-12.021,-9.799,-5.4209,54.21,36.186,-10.909,-4.3882,-0.88223,50.639,42.168,20.454,19.348,22.901,-7.6359,-21.141,15.401,33.728,5.3762,29.276,-18.96,3.7891,22.398,-11.364,-4.13,8.8616,-52.682,35.591,-94.284,13.558,30.547,-10.204,31.495,53.449,1.5271,23.983,-47.438,-30.047,-19.74,-38.961,-25.566,46.304,26.474,-10.921,-13.331,10.912,-13.946,-8.0092,31.37,3.1066,13.825,-7.7278,-27.396,18.765
20.875,-28.447,4.5052,-27.706,32.822,-6.8867,-11.418,-16.067,-14.028,13.5,25.879,32.667,9.8893,41.065,-0.8032,-3.5466,35.94,7.8717,20.328,-6.7761,-14.84,-0.4027,13.698,-6.7467,28.672,-3.1968,-23.947,-13.874,44.154,-5.7075,5.1914,-25.574,5.6194,4.0016,0.36705,0.60186,31.763,19.543,-32.345,-3.1861,12.426,10.32,-36.84,8.9673,-20.702,10.372,8.1156,49.594,28.644,14.299,3.5,-3.3279,48.806,18.424,-28.542,-30.582,-2.0374,48.915,-1.5188,2.8379,58.394,-1.343,18.92,-17.529,-19.68,8.3105,-3.4397,-18.102,20.539,-2.3224,1.4941,31.829,19.564,-1.5293,-5.4582,-2.9642,-15.977,-7.5066,-19.335,12.249,30.285,10.334,-5.1626,-17.394,-12.577,-10.892,-32.695,-11.722,11.618,-30.272,53.437,-23.226,-48.815,-41.177,-7.8733,-30.11,-5.5288,-7.1805,21.764,-9.8604,-28.823,-1.1646,1.9707,26.015,21.087,17.837,0.22156,34.987,13.076,26.169,-30.749,6.2252,33.772,14.393,16.684,-47.566,33.524,3.863,-23.012,9.386,-47.721,35.947,2.7166,12.038,-22.477,19.563,-4.8769,-3.3809,17.422,-0.11818,-12.081,-5.3301,60.851,-35.061,31.857,-32.337,4.4403,-21.695,24.741,7.1271,-30.886,13.016,-15.446,-16.369,-0.46978,-3.2412,42.572,26.759,35.234,-10.656,16.986,13.856,31.621,-17.633,2.4808,-18.126,-25.565,0.76091,-18.363,24.691,24.122,22.445,-8.1607,2.8782,-21.027,66.056,11.538,15.187,30.477,37.509,-35.747,38.73,5.9539,17.378,35.352,-5.3771,-13.8,19.119,23.689,-39.239,6.5981,-24.629,11.126,27.612,4.1096,12.838,43.121,0.33598,27.827,33.313,31.542,7.7697,-9.9044,44.772,-34.151,24.362,-15.002,-29.497,52.159,1.6802
9.4457,18.928,-8.2652,-23.085,-7.9033,9.9234,-36.247,-8.7718,-11.5,8.3278,14.279,0.27478,-46.589,-11.119,4.9416,-11.318,15.566,9.9998,2.1247,-35.97,-18.667,19.604,-14.386,-2.6702,12.664,4.4334,32.556,-22.533,53.189,17.325,31.905,-16.354,-41.828,5.8638,-3.2999,-13.689,-12.517,19.232,47.713,-0.22341,-0.82176,-18.712,-10.223,11.755,55.607,2.0187,-48.993,87.382,26.206,-28.574,25.625,21.537,-4.6799,0.41559,-17.096,-9.7543,-26.608,-17.936,-16.157,-66.514,-23.824,6.116,-6.123,-7.1604,5.6791,8.9819,-31.665,24.607,-3.3695,10.165,-41.93,7.689,-18.609,34.313,-24.897,1.7059,-18.393,30.847,15.943,4.5267,-6.859,-19.425,18.101,-52.807,-7.4877,11.923,3.0203,-28.834,51.79,0.51952,22.486,0.62809,-45.41,-7.1517,-21.264,15.091,-7.1118,-63.908,53.624,3.198,-8.3002,42.32,4.5264,-1.2858,10.897,36.487,2.7108,55.912,-7.5069,-37.592,0.66119,-21.296,43,27.931,-4.9834,6.6483,-28.689,-25.096,-23.301,17.044,2.7213,17.532,-45.875,0.93062,-3.4634,-4.3073,-14.456,-16.47,12.167,-39.934,-9.6268,-15.722,-5.6637,-12.692,-27.924,-3.7176,9.0765,57.171,21.075,11.333,8.7814,8.1333,6.6964,14.454,18.555,2.7659,2.7231,16.987,-32.659,-1.0343,-6.9463,-13.219,54.161,5.9519,2.2208,-43.578,-55.75,7.3446,51.242,-0.55344,-19.667,-0.76832,-34.913,21.12,-14.801,10.905,1.5688,-10.438,-12.216,44.276,-14.968,43.239,18.657,19.12,-20.692,11.265,6.6345,10.693,9.8581,-28.523,21.367,-26.166,-22.513,-8.1165,-22.76,16.079,-4.8721,-17.981,-3.9009,34.603,-22.368,-15.689,1.2452,-6.2484,48.416,-16.453,0.80666,-36.243,-27.789,-27.296
19.535,-20.368,11.118,-5.666,-1.6712,-15.535,5.591,-6.9108,-18.644,-34.973,22.495,15.048,27.327,7.6962,-1.3755,20.265,34.807,-8.8108,-4.0635,-6.0196,-14.141,29.914,6.3423,21.564,48.118,75.049,-19.153,-25.018,-22.453,15.455,-21.396,5.8752,-5.4271,38.175,3.9814,-2.678,20.494,26.099,29.026,-2.2782,-25.464,32.917,2.5814,35.839,-35.578,-3.9141,4.8801,-38.211,0.57106,-6.5231,-20.343,-12.537,-10.845,6.7089,-42.491,-46.488,24.325,-0.083235,-3.474,-18.668,-37.492,13.69,65.581,22.99,1.7957,45.67,-25.291,-35.091,16.017,-15.939,32.191,25.717,5.0419,-18.366,-24.239,-16.775,33.845,0.4192,16.576,3.1529,-0.3056,-17.204,-23.705,-16.704,43.014,-8.7169,11.222,15.993,-20.334,-8.0518,7.9522,1.4764,-8.055,-23.996,-0.15084,-4.9862,34.469,-25.589,58.791,12.154,-28.938,28.226,-7.793,41.356,-21.487,20.841,25.527,0.054887,4.7009,14.014,8.5408,-0.062533,22.473,-18.897,-2.4874,-13.442,6.055,9.8366,13.375,22.61,-49.905,-6.2348,-14.793,-6.3165,-14.98,16.684,-25.868,-13.195,33.309,-9.9041,4.1379,-1.7815,-10.005,-42.01,-3.5992,-9.8338,-6.331,-0.14464,-27.842,6.4125,-7.9744,-37.779,49.959,13.565,17.672,8.7907,-7.8214,-1.5749,8.8178,22.681,-1.1404,7.9065,-0.73887,14.9,-20.406,-25.256,-16.45,10.078,15.187,8.3359,-35.08,12.537,-4.7624,2.5511,-28.14,-10.513,-16.931,6.1043,-30.482,9.6645,-37.613,0.99104,-6.8472,-9.8823,62.682,-1.9905,16.431,-3.464,19.903,-21.536,-18.001,10.113,-11.988,-16.182,-18.288,10.202,-21.064,-22.003,-18.811,-16.403,-23.092,20.269,32.739,-43.423,-12.145,-25.435,-71.187,-20.301,12.948,-3.0091
41.797,-34.925,47.825,-6.2458,-44.78,-21.603,-30.759,-13.513,6.0631,-21.997,10.575,44.131,8.2337,-14.698,-19.642,28.86,21.405,-8.5581,22.645,35.117,-17.575,-26.714,-1.3639,34.097,-3.9919,-15.934,-23.641,-12.208,-32.522,16.417,12.103,-28.16,-44.698,6.9016,-20.693,-15.093,-14.48,1.7683,31.69,-70.528,29.586,4.0609,6.4457,35.418,-9.705,5.8005,-17.575,9.9547,21.704,-24.143,31.54,32.245,7.705,-29.117,2.2325,-7.932,12.614,-21.897,-9.2256,35.924,5.0594,2.9051,-26.414,16.743,30.84,44.352,-0.067063,-9.723,50.753,-5.5622,28.115,-22.298,-41.045,14.411,-12.17,-4.1676,25.87,-16.62,6.4469,6.1004,-14.038,-21.193,47.006,4.164,11.054,26.585,-33.442,-40.808,10.306,-5.515,-7.6871,-26.599,10.777,37.226,-16.109,-4.964,25.041,-13.486,-29.581,9.8345,-35.663,92.271,12.921,-32.358,-3.4725,29.75,27.836,37.897,6.34,-47.18,14.177,-7.4528,19.049,28.854,-21.374,0.9742,38.368,11.44,-46.816,19.42,32.308,31.695,-33.472,59.509,-19.752,-3.5221,-4.414,-17.854,17.639,19.487,14.639,10.865,-22.192,12.656,-5.4075,13.421,22.514,50.144,-5.8566,-1.2116,-10.648,-5.8082,52.098,-29.244,-6.7474,15.67,5.9222,35.079,-13.047,53.897,-5.5814,-14.668,44.398,10.082,-47.346,-3.7976,-10.949,13.836,62.778,4.3185,-5.8043,-5.4643,-56.959,3.8113,15.803,17.657,-15.366,11.553,-19.991,78.348,-22.95,28.774,-5.7447,4.6929,23.842,9.1074,9.7253,-30.372,-14.239,0.63097,0.23119,-41.005,-37.3,-16.844,10.173,11.703,-2.0321,2.5708,7.3978,25.027,-35.919,18.762,-13.691,21.32,74.221,8.2138,4.5606,-11.493,-12.981,17.866
13.786,-8.4822,-0.095593,-20.138,-43.793,-7.2764,13.806,-11.272,19.109,-10.431,12.084,42.376,-43.729,3.5543,-35.362,-6.9801,8.7032,19.403,-9.9052,-7.5664,8.2115,-33.75,-28.014,32.315,11.999,37.267,10.246,3.8594,-5.6211,-35.157,68.822,8.9711,3.0711,-9.5813,-42.493,4.3224,44.747,35.06,29.385,-4.72,-2.7107,27.682,-16.451,54.04,-10.993,-4.9827,-14.91,-17.188,-11.888,57.672,19.733,-33.907,-4.1208,-18.513,-21.798,-5.4109,1.232,-16.686,5.0374,8.476,21.573,-16.398,22.966,34.919,34.91,30.404,11.002,9.1736,54.711,24.891,27.302,21.662,10.782,24.048,17.398,15.161,-10.692,-32.656,-3.1531,1.1193,-37.165,20.381,-36.693,72.589,40.505,18.124,20.217,-6.3362,16.992,28.712,17.884,22.502,42.352,28.761,18.069,-20.671,19.67,-17.227,31.448,2.1204,-19.664,-30,-12.832,-12.237,7.8722,21.439,20.543,35.494,-13.111,21.648,8.6561,3.8614,-3.3361,0.45831,-21.217,24.71,35.647,-4.7694,-28.581,-0.41217,-17.942,-20.17,-9.7252,21.718,1.7045,3.0951,-16.045,-31.319,-23.06,-3.9603,20.757,48.043,2.0441,31.682,-46.995,34.577,-19.419,29.777,-10.963,19.908,-25.976,2.1196,77.709,-3.1241,20.955,5.1927,24.092,8.9945,-52.637,48.084,-6.5249,-17.637,19.44,-26.286,-50.294,29.194,-34.057,27.074,4.4299,43.68,30.457,-32.046,26.299,-20.769,-7.0869,9.6288,-10.463,-2.3455,21.013,39.906,3.4734,-10.43,-30.562,-9.52,79.906,-10.279,7.1462,8.3612,4.1459,-12.28,7.9237,3.2128,-26.237,-14.72,-31.747,7.2513,-24.995,23.459,-29.417,1.3224,-16.095,-0.3294,42.129,0.91478,-35.402,-6.7534,39.732,7.8609,14.729,-12.908
